Event ID,LGA,Start Date,Start Time,Customers Interrupted,Ave Dur. (min),Reason
1157753,WARRINGAH,1/10/2014,2:58 AM,126,167,Environmental
1157754,KU-RING-GAI,1/10/2014,3:22 AM,972,90,Environmental
1157756,GOSFORD,1/10/2014,3:51 AM,1733,76,Environmental
1157784,WILLOUGHBY,1/10/2014,7:15 AM,1034,108,Environmental
1157835,CANTERBURY,1/10/2014,8:15 AM,52,105,Third party
1157877,MAITLAND,1/10/2014,9:48 AM,1162,41,Environmental
1157919,GOSFORD,1/10/2014,10:46 AM,2110,110,Environmental
1157947,AUBURN,1/10/2014,11:37 AM,182,113,Third party
1158135,SYDNEY,1/10/2014,6:41 PM,860,49,Equipment fault
1158137,SYDNEY,1/10/2014,6:47 PM,424,34,Equipment fault
1158155,HORNSBY,1/10/2014,10:26 PM,1292,115,Equipment fault
1158547,BOTANY,2/10/2014,9:34 PM,92,139,Third party
1158553,CANTERBURY,2/10/2014,11:09 PM,2250,81,Equipment fault
1158574,SYDNEY,3/10/2014,8:06 AM,78,88,Equipment fault
1158577,BOTANY,3/10/2014,8:06 AM,3082,65,Equipment fault
1158913,RANDWICK,4/10/2014,12:19 PM,64,311,Third party
1158946,CANADA BAY,4/10/2014,4:33 PM,768,98,Equipment fault
1159040,SUTHERLAND,5/10/2014,3:57 PM,923,32,Equipment fault
1159136,SUTHERLAND,6/10/2014,12:02 PM,904,102,Equipment fault
1159152,LEICHHARDT,6/10/2014,2:00 PM,1960,26,Equipment fault
1159159,WYONG,6/10/2014,2:51 PM,71,129,Equipment fault
1159168,GOSFORD,6/10/2014,3:40 PM,1472,102,Environmental
1159188,WOOLLAHRA,6/10/2014,7:18 PM,1414,59,Equipment fault
1159199,GOSFORD,6/10/2014,8:58 PM,3012,41,Environmental
1159362,GOSFORD,7/10/2014,11:10 AM,81,300,Equipment fault
1159651,NORTH SYDNEY,7/10/2014,9:10 PM,88,15,Environmental
1159669,WYONG,8/10/2014,5:23 AM,57,521,Third party
1159673,WILLOUGHBY,8/10/2014,6:08 AM,67,202,Environmental
1159945,MANLY,8/10/2014,3:10 PM,1648,81,Equipment fault
1160014,GOSFORD,8/10/2014,5:40 PM,1579,130,Equipment fault
1160105,LAKE MACQUARIE,9/10/2014,8:45 AM,69,69,Equipment fault
1160181,CANADA BAY,9/10/2014,10:20 AM,55,139,Equipment fault
1160438,GOSFORD,9/10/2014,6:48 PM,151,160,Equipment fault
1160471,AUBURN,10/10/2014,5:04 AM,132,170,Equipment fault
1160872,ROCKDALE,11/10/2014,1:34 PM,458,74,Equipment fault
1160920,GOSFORD,11/10/2014,6:59 PM,519,402,Equipment fault
1160931,BANKSTOWN,11/10/2014,11:33 PM,140,109,Equipment fault
1160947,AUBURN,12/10/2014,7:33 AM,1330,110,Equipment fault
1160982,CANTERBURY,12/10/2014,11:34 AM,78,206,Third party
1161023,GOSFORD,12/10/2014,5:47 PM,281,134,Environmental
1161075,GOSFORD,13/10/2014,2:57 AM,1711,70,Equipment fault
1161209,WYONG,13/10/2014,10:28 AM,67,97,Environmental
1161384,WILLOUGHBY,13/10/2014,4:48 PM,75,172,Third party
1161441,WYONG,13/10/2014,6:05 PM,100,232,Equipment fault
