Event ID,LGA,Start Date,Start Time,Customers Interrupted,Ave Dur. (min),Reason
1094836,PORT STEPHENS,1/04/2014,4:57 PM,1683,21,Equipment fault
1094892,BANKSTOWN,2/04/2014,1:17 AM,78,98,Equipment fault
1095069,WARRINGAH,2/04/2014,11:27 AM,71,73,Equipment fault
1095212,LAKE MACQUARIE,2/04/2014,3:00 PM,63,115,Third party
1095307,SUTHERLAND,2/04/2014,6:50 PM,56,175,Environmental
1095301,SUTHERLAND,2/04/2014,6:50 PM,51,494,Environmental
1095327,ROCKDALE,2/04/2014,8:03 PM,67,59,Equipment fault
1095507,RANDWICK,3/04/2014,10:41 AM,81,123,Third party
1095543,PORT STEPHENS,3/04/2014,11:09 AM,554,103,Environmental
1095866,GOSFORD,3/04/2014,5:08 PM,775,25,Equipment fault
1095740,CANADA BAY,3/04/2014,5:29 PM,95,76,Equipment fault
1095974,ROCKDALE,4/04/2014,1:32 PM,62,78,Equipment fault
1096116,NEWCASTLE,4/04/2014,8:09 PM,2949,159,Equipment fault
1096126,PORT STEPHENS,4/04/2014,8:40 PM,1645,47,Equipment fault
1096160,GOSFORD,5/04/2014,3:03 AM,1010,43,Environmental
1096165,CANTERBURY,5/04/2014,5:14 AM,71,106,Equipment fault
1096254,SYDNEY,5/04/2014,1:22 PM,212,283,Equipment fault
1096289,PITTWATER,5/04/2014,5:57 PM,62,46,Environmental
1096250,LEICHHARDT,5/04/2014,6:50 PM,90,25,Third party
1096317,CANTERBURY,5/04/2014,9:12 PM,79,93,Equipment fault
1096321,GOSFORD,6/04/2014,1:32 AM,59,48,Equipment fault
1096345,SUTHERLAND,6/04/2014,10:36 AM,56,174,Equipment fault
1096358,HORNSBY,6/04/2014,12:20 PM,166,172,Environmental
1096411,HURSTVILLE,6/04/2014,6:10 PM,1077,119,Equipment fault
1096432,GOSFORD,6/04/2014,7:48 PM,822,51,Environmental
1096444,HORNSBY,6/04/2014,8:24 PM,51,362,Environmental
1096452,HORNSBY,6/04/2014,10:11 PM,82,979,Environmental
1096525,KU-RING-GAI,7/04/2014,8:54 AM,1373,48,Environmental
1096816,LAKE MACQUARIE,7/04/2014,3:50 PM,58,55,Equipment fault
1097051,PITTWATER,8/04/2014,10:20 AM,149,130,Equipment fault
1097306,HURSTVILLE,8/04/2014,4:40 PM,54,25,Equipment fault
1097350,HURSTVILLE,8/04/2014,8:31 PM,692,88,Equipment fault
1097376,GOSFORD,9/04/2014,1:07 AM,1473,48,Environmental
1097687,GOSFORD,9/04/2014,3:00 PM,1503,58,Environmental
1097798,KU-RING-GAI,9/04/2014,6:49 PM,1409,56,Environmental
1098251,BANKSTOWN,11/04/2014,4:31 AM,692,59,Equipment fault
1098260,MANLY,11/04/2014,6:17 AM,28223,46,Third party
1098325,SYDNEY,11/04/2014,8:36 AM,311,29,Equipment fault
